transaction_id,account_id,transaction_date,transaction_type,amount
119,3,2024-05-16,Credit,283.41
120,3,2022-01-05,Debit,131.68
121,3,2023-09-01,Debit,180.27
122,3,2021-07-29,Debit,221.24
123,3,2021-04-14,Credit,54.78
124,3,2025-11-30,Debit,295.39
125,3,2022-06-14,Credit,4986.48
126,3,2022-06-04,Debit,87.68
127,3,2023-05-01,Debit,503.11
128,3,2021-04-07,Debit,546.24
129,3,2023-02-12,Credit,127.05
130,3,2024-07-16,Debit,453.19
131,3,2024-09-11,Debit,383.76
132,3,2022-01-04,Credit,125.42
133,3,2025-04-15,Debit,28010.19
134,3,2021-11-27,Debit,51.95
135,3,2021-10-07,Credit,145.15
136,3,2025-12-03,Debit,32759.19
137,3,2023-12-15,Credit,534.09
138,3,2025-04-12,Credit,141.75
139,3,2023-02-10,Debit,288.53
140,3,2021-07-07,Debit,1926.29
141,3,2023-03-03,Debit,237.98
142,3,2021-10-29,Credit,114.45
143,3,2023-03-31,Debit,296.86
144,3,2022-02-14,Debit,5691.24
145,3,2021-12-30,Credit,4596.15
146,3,2023-04-30,Debit,36888.01
147,3,2024-11-20,Debit,380.28
148,3,2024-01-17,Credit,57.15
149,3,2022-03-14,Credit,64.46
150,3,2023-02-26,Credit,423.46
151,3,2025-10-30,Credit,426.52
152,3,2021-05-20,Credit,351.61
153,3,2023-10-12,Debit,87.68
154,3,2024-04-14,Debit,380.15
155,3,2023-10-21,Debit,3538.48
156,3,2023-11-01,Credit,148.66
157,3,2022-10-28,Debit,334.37
158,3,2025-03-22,Debit,119.87
159,3,2024-04-12,Credit,5992.17
160,3,2025-07-24,Debit,549.50
161,3,2023-07-20,Credit,363.71
162,3,2023-09-29,Debit,503.48
163,3,2021-04-02,Debit,126.25
164,3,2025-04-23,Debit,1825.87
165,3,2024-07-06,Credit,62.09
166,3,2021-09-03,Credit,86.79
167,3,2024-07-02,Debit,515.16
168,3,2021-11-03,Debit,330.11
169,3,2021-07-24,Debit,390.50
170,3,2022-07-04,Credit,124.45
171,3,2022-01-09,Debit,456.09
172,3,2025-08-09,Credit,3613.68
173,3,2023-12-09,Credit,2612.54
174,3,2025-04-04,Debit,244.65
175,3,2025-05-06,Credit,109.99
176,4,2021-07-26,Credit,98.67
177,4,2024-11-17,Debit,212.80
178,4,2025-12-16,Debit,481.62
179,4,2019-04-29,Debit,312.87
180,4,2017-09-10,Credit,217.49
181,4,2023-01-05,Debit,118.43
182,4,2025-02-01,Debit,522.72
183,4,2022-12-03,Credit,358.81
184,4,2019-08-09,Credit,390.96
185,4,2018-04-25,Debit,1504.97
186,4,2022-07-22,Credit,404.37
187,4,2020-07-17,Credit,501.55
188,4,2025-12-05,Credit,261.75
189,4,2017-12-31,Debit,312.08
190,4,2023-10-26,Debit,451.80
191,4,2023-08-08,Debit,1174.08
192,4,2019-09-17,Credit,161.17
193,4,2019-08-02,Debit,426.58
194,4,2019-10-01,Debit,1342.34
195,4,2019-01-02,Credit,123.63
196,4,2020-12-24,Debit,528.13
197,4,2025-09-30,Debit,187.05
198,4,2024-08-05,Debit,532.07
199,4,2022-01-25,Debit,243.18
200,4,2024-08-07,Debit,425.66
201,4,2022-08-21,Debit,323.13
202,4,2018-08-30,Debit,196.66
203,4,2021-11-11,Debit,475.06
204,4,2025-05-14,Debit,5355.30
205,4,2020-06-29,Credit,50335.27
206,4,2025-04-29,Credit,363.65
207,4,2024-05-20,Debit,75.86
208,4,2025-07-11,Credit,331.15
209,4,2019-11-24,Credit,413.65
210,4,2024-04-06,Credit,60.93
211,4,2020-10-29,Debit,537.13
212,4,2018-04-02,Debit,474.63
213,4,2018-03-03,Debit,4412.57
214,4,2020-04-12,Debit,1261.05
215,4,2019-05-12,Debit,31409.54
216,4,2025-03-06,Debit,1712.06
217,4,2021-09-02,Debit,3100.57
218,4,2025-04-24,Credit,214.34
219,4,2022-04-05,Debit,436.55
220,4,2022-11-01,Credit,112.33
221,4,2020-12-22,Credit,160.55
222,4,2022-06-29,Credit,305.07
223,4,2025-08-08,Credit,86.57
224,4,2020-02-06,Debit,92.30
225,4,2020-10-06,Credit,463.14
226,4,2018-12-04,Credit,134.30
227,4,2018-09-04,Debit,109.17
228,4,2021-03-31,Credit,56882.47
229,4,2017-12-23,Debit,370.30
230,4,2021-02-22,Debit,509.63
231,4,2025-02-27,Debit,1657.90
232,4,2021-08-23,Debit,344.23
233,4,2021-06-17,Credit,295.25
234,4,2020-08-22,Credit,135.25
235,4,2025-06-24,Debit,4408.41
236,4,2018-03-24,Credit,3015.26
237,4,2018-05-04,Debit,16654.47
238,4,2024-07-17,Credit,484.12
239,4,2022-08-05,Debit,4147.66
240,5,2023-10-26,Credit,494.23
241,5,2022-04-13,Credit,205.93
242,5,2022-09-25,Credit,260.11
243,5,2025-11-05,Debit,385.16
244,5,2022-06-04,Debit,341.65
245,5,2023-07-09,Debit,501.08
246,5,2022-08-03,Debit,230.00
247,5,2024-05-21,Debit,130.09
248,5,2024-10-03,Credit,89.23
249,5,2024-02-14,Credit,516.88
250,5,2022-01-30,Credit,229.32
251,5,2025-11-08,Debit,528.45
252,5,2022-06-14,Debit,370.23
253,5,2025-09-28,Debit,516.96
254,5,2021-11-05,Credit,517.52
255,5,2022-04-02,Credit,98.26
256,5,2025-04-15,Debit,1497.65
257,5,2025-04-05,Debit,298.77
258,5,2023-09-18,Debit,170.24
259,5,2021-11-06,Credit,177.49
260,5,2021-10-03,Credit,299.97
261,5,2021-09-29,Debit,341.44
262,5,2024-08-26,Credit,428.26
263,5,2024-09-09,Debit,186.62
264,5,2021-07-01,Debit,132.67
265,5,2021-06-27,Credit,20756.05
266,5,2025-08-22,Debit,101.75
267,5,2025-07-13,Credit,530.95
268,5,2025-09-01,Debit,2193.98
269,6,2022-09-02,Debit,68.68
270,6,2022-02-09,Credit,35005.92
271,6,2025-10-31,Credit,230.83
272,6,2025-08-18,Debit,303.62
273,6,2025-07-20,Debit,184.02
274,6,2023-11-13,Credit,347.17
275,6,2023-07-08,Debit,116.84
276,6,2023-12-25,Debit,2525.54
277,6,2023-08-11,Credit,238.01
278,6,2022-08-06,Debit,473.69
279,6,2024-02-09,Debit,347.50
280,6,2022-04-06,Credit,3874.63
281,6,2023-01-22,Debit,380.89
282,6,2022-11-28,Debit,355.68
283,6,2025-02-12,Debit,1267.84
284,6,2023-04-12,Credit,30252.60
285,6,2022-04-25,Credit,20576.82
286,6,2023-11-29,Debit,3904.82
287,6,2024-01-24,Credit,262.41
288,6,2024-08-27,Debit,369.50
289,6,2022-03-10,Credit,113.32
290,6,2023-10-23,Credit,4442.21
291,6,2022-03-29,Credit,497.96
292,6,2025-10-28,Credit,131.26
293,6,2025-08-25,Debit,208.25
294,6,2023-11-14,Credit,5467.96
295,6,2024-03-11,Debit,276.57
296,6,2022-11-29,Debit,338.11
297,6,2023-04-04,Debit,393.39
298,6,2022-02-17,Debit,1834.02
299,6,2025-07-18,Debit,2278.87
300,6,2024-01-12,Credit,275.86
301,6,2025-01-18,Debit,5781.64
302,6,2024-05-07,Credit,94.26
303,6,2025-04-15,Credit,196.74
304,6,2024-09-09,Credit,521.34
305,6,2025-04-22,Credit,367.54
306,6,2024-04-10,Debit,348.74
307,6,2024-02-04,Debit,54.19
308,6,2025-07-11,Credit,33657.89
309,6,2025-04-17,Debit,309.90
310,6,2022-12-08,Credit,42995.87
311,6,2022-03-07,Credit,50.05
312,6,2022-11-05,Debit,201.58
313,6,2025-05-02,Credit,4374.81
314,6,2025-03-29,Debit,360.20
315,6,2023-12-20,Credit,90.44
316,6,2024-11-17,Debit,148.84
317,6,2023-10-01,Debit,208.33
318,6,2024-12-02,Debit,3599.49
319,6,2024-03-13,Credit,471.06
320,6,2025-05-22,Debit,507.86
321,6,2022-02-15,Debit,369.85
322,6,2025-11-15,Debit,336.07
323,6,2024-01-26,Debit,229.95
324,6,2023-02-10,Credit,523.92
325,6,2025-04-19,Debit,286.96
326,6,2025-03-26,Credit,94.30
327,6,2025-08-12,Debit,287.12
328,6,2025-01-29,Credit,83.97
329,6,2023-06-20,Debit,191.09
330,6,2022-03-30,Debit,432.08
331,6,2023-10-07,Debit,510.14
332,6,2025-12-04,Debit,55.21
333,6,2025-09-19,Debit,532.02
334,6,2025-04-05,Debit,458.30
335,6,2023-01-28,Debit,228.50
336,6,2022-06-17,Debit,5512.84
337,6,2023-11-10,Credit,112.19
338,6,2024-12-11,Debit,3951.00
339,6,2025-05-15,Credit,492.90
340,6,2024-11-20,Debit,543.31
341,6,2025-06-19,Credit,185.47
342,6,2022-02-04,Debit,240.77
343,6,2023-06-07,Credit,216.13
344,6,2024-10-13,Credit,487.43
345,6,2025-08-12,Credit,115.03
346,6,2023-01-01,Credit,175.86
347,6,2024-03-29,Credit,328.83
348,6,2022-06-28,Credit,216.45
349,6,2022-09-22,Debit,245.59
350,6,2022-06-04,Debit,483.81
351,6,2024-02-12,Debit,442.16
352,6,2025-01-14,Debit,2580.49
353,6,2022-12-11,Debit,3861.13
354,6,2022-06-23,Debit,185.22
355,6,2023-01-15,Credit,67.66
356,6,2024-07-09,Debit,16647.33
357,6,2025-01-06,Credit,3370.28
358,7,2020-08-26,Debit,232.23
359,7,2020-05-24,Credit,67.62
360,7,2020-08-26,Credit,113.59
361,7,2025-03-22,Credit,408.30
362,7,2023-01-18,Debit,59051.88
363,7,2021-12-23,Credit,52872.30
364,7,2023-10-09,Debit,68.38
365,7,2019-12-24,Debit,462.53
366,7,2020-07-17,Credit,527.88
367,7,2019-12-09,Credit,3382.57
368,7,2022-05-05,Debit,228.83
369,7,2022-04-01,Credit,293.55
370,7,2021-03-04,Credit,2464.23
371,7,2021-01-31,Debit,304.47
372,7,2024-11-22,Credit,4573.99
373,7,2022-09-16,Debit,35698.93
374,7,2023-06-19,Debit,309.62
375,7,2021-03-26,Debit,174.99
376,7,2020-08-05,Debit,362.23
377,7,2024-01-31,Credit,344.38
378,7,2019-06-22,Credit,269.31
379,7,2024-10-31,Debit,442.03
380,7,2020-03-14,Debit,340.24
381,7,2021-07-24,Debit,352.69
382,7,2025-11-12,Credit,241.50
383,7,2019-07-11,Debit,159.26
384,7,2022-11-04,Debit,326.25
385,7,2022-05-07,Debit,124.11
386,7,2024-01-23,Debit,138.97
387,7,2024-03-29,Credit,1826.21
388,7,2022-08-24,Debit,137.72
389,7,2024-10-07,Debit,398.03
390,7,2021-01-16,Credit,509.26
391,7,2021-03-22,Debit,514.94
392,7,2025-06-24,Debit,2554.89
393,7,2023-09-21,Debit,275.74
394,7,2025-10-01,Debit,507.26
395,7,2019-10-11,Credit,3610.90
396,7,2025-01-14,Debit,369.70
397,7,2022-03-23,Debit,348.56
398,7,2024-10-19,Debit,5073.36
399,7,2020-04-08,Debit,504.37
400,7,2024-10-29,Credit,355.84
401,7,2022-08-03,Credit,72.09
402,7,2019-09-19,Debit,118.86
403,7,2019-10-08,Debit,494.73
404,7,2024-09-03,Debit,2418.80
405,7,2023-07-25,Credit,434.12
406,7,2024-03-25,Credit,276.54
407,7,2022-01-29,Credit,133.97
408,7,2024-12-15,Debit,185.93
409,7,2020-06-27,Credit,94.95
410,7,2022-04-26,Debit,371.87
411,7,2020-10-12,Debit,1305.30
412,7,2020-03-29,Debit,280.53
413,8,2021-11-14,Debit,165.09
414,8,2025-12-13,Debit,480.40
415,8,2025-12-24,Debit,53877.23
416,8,2021-08-08,Credit,494.62
417,8,2025-09-01,Credit,482.95
418,8,2022-01-15,Credit,384.33
419,8,2022-05-13,Debit,1681.10
420,8,2021-06-08,Credit,191.06
421,8,2020-03-01,Debit,284.99
422,8,2022-12-12,Debit,321.69
423,8,2022-01-04,Debit,342.22
424,8,2020-12-15,Debit,496.11
425,8,2023-09-21,Credit,421.83
426,8,2025-04-17,Debit,4138.91
427,8,2023-07-23,Credit,388.86
428,8,2020-07-29,Debit,460.86
429,8,2025-04-08,Debit,41303.31
430,8,2023-09-11,Debit,179.43
431,8,2022-03-08,Credit,42085.12
432,8,2025-08-04,Debit,529.96
433,8,2020-10-15,Credit,337.63
434,8,2024-02-11,Debit,113.05
435,8,2021-01-07,Credit,384.49
436,8,2022-12-08,Debit,2130.20
437,8,2022-10-26,Debit,509.15
438,8,2021-01-16,Debit,52.44
439,8,2021-10-03,Debit,210.15
440,8,2020-08-13,Credit,236.29
441,8,2022-04-08,Credit,361.72
442,8,2022-03-17,Credit,95.34
443,8,2024-05-13,Debit,504.34
444,8,2023-08-12,Debit,3806.81
445,8,2020-10-20,Credit,428.02
446,8,2024-09-21,Credit,251.04
447,8,2023-12-28,Credit,367.23
448,8,2021-09-12,Debit,426.04
449,8,2022-10-06,Debit,353.93
450,8,2021-05-21,Debit,145.88
451,8,2021-01-27,Credit,188.28
452,8,2024-01-23,Credit,68.59
453,8,2024-05-29,Credit,3995.85
454,8,2022-07-21,Credit,456.88
455,8,2024-05-25,Debit,294.61
456,8,2024-02-29,Credit,339.23
457,8,2022-07-28,Credit,272.66
458,8,2022-12-01,Debit,438.53
459,8,2024-10-04,Debit,356.64
460,8,2020-04-04,Credit,4518.57
461,8,2021-01-20,Credit,436.79
462,8,2022-05-24,Debit,183.08
463,8,2020-09-08,Credit,283.03
464,8,2025-02-23,Debit,1555.09
465,8,2022-10-14,Debit,70.47
466,8,2023-12-29,Credit,3127.94
467,8,2022-08-31,Debit,211.43
468,8,2025-04-21,Credit,337.91
469,8,2020-11-10,Debit,4119.97
470,8,2023-06-27,Debit,334.57
471,8,2023-06-25,Debit,195.50
472,8,2025-09-15,Debit,222.71
473,8,2021-09-17,Credit,27954.85
474,8,2022-03-03,Debit,315.61
475,9,2021-05-26,Debit,126.82
476,9,2021-06-12,Credit,107.23
477,9,2023-04-19,Debit,58.07
478,9,2024-04-19,Credit,153.88
479,9,2022-02-15,Credit,43822.21
480,9,2021-01-23,Debit,3150.21
481,9,2021-09-19,Debit,2480.35
482,9,2018-03-28,Credit,192.34
483,9,2020-09-09,Credit,337.88
484,9,2020-10-15,Debit,351.60
485,9,2022-01-22,Debit,454.47
486,9,2019-09-06,Credit,88.04
487,9,2019-12-04,Debit,470.80
488,9,2019-06-09,Credit,343.00
489,9,2021-07-01,Credit,272.56
490,9,2020-09-16,Debit,202.13
491,9,2025-03-04,Debit,419.11
492,9,2019-07-21,Credit,33767.25
493,9,2021-04-30,Debit,444.40
494,9,2018-11-22,Debit,548.29
495,9,2023-10-09,Debit,1903.87
496,9,2023-04-19,Credit,492.91
497,9,2018-05-15,Credit,108.34
498,9,2022-07-15,Debit,490.66
499,9,2023-06-09,Debit,494.97
500,9,2021-12-20,Credit,372.09
501,9,2022-12-30,Debit,16121.22
502,9,2018-10-18,Debit,173.58
503,9,2025-10-09,Credit,497.70
504,9,2024-01-30,Debit,332.50
505,9,2023-10-27,Credit,74.78
506,9,2023-09-15,Credit,290.28
507,9,2021-11-17,Credit,426.69
508,9,2021-11-10,Credit,338.70
509,9,2020-04-21,Debit,514.66
510,9,2018-06-14,Debit,462.17
511,9,2021-02-14,Credit,343.17
512,9,2022-10-11,Credit,482.42
513,9,2020-12-13,Debit,1521.17
514,9,2018-10-28,Debit,371.69
515,9,2022-10-20,Debit,368.10
516,9,2021-09-20,Credit,229.32
517,9,2020-08-21,Credit,371.29
518,9,2018-05-13,Credit,131.67
519,9,2023-08-29,Debit,395.43
520,9,2019-02-09,Credit,52.68
521,9,2022-09-08,Debit,256.32
522,9,2022-06-24,Debit,512.28
523,9,2018-07-19,Debit,530.45
524,10,2020-03-20,Debit,2981.90
525,10,2020-05-20,Debit,275.66
526,10,2023-05-13,Credit,417.04
527,10,2021-06-21,Debit,188.73
528,10,2024-11-03,Credit,1577.52
529,10,2024-05-04,Debit,89.64
530,10,2022-03-19,Debit,203.00
531,10,2021-07-09,Debit,3392.58
532,10,2021-06-16,Credit,1189.17
533,10,2024-03-09,Debit,297.11
534,10,2019-01-19,Debit,162.05
535,10,2023-02-27,Debit,419.10
536,10,2020-01-17,Credit,456.34
537,10,2018-04-19,Debit,2689.29
538,10,2021-09-01,Debit,486.53
539,10,2022-03-24,Credit,507.98
540,10,2018-02-25,Credit,541.52
541,10,2018-09-30,Debit,282.03
542,10,2025-05-21,Debit,363.89
543,10,2021-01-16,Debit,417.76
544,10,2024-11-12,Debit,303.36
545,10,2020-05-25,Debit,388.99
546,10,2019-06-15,Debit,5163.21
547,10,2022-10-08,Debit,1332.55
548,10,2025-11-17,Debit,118.87
549,10,2022-01-07,Debit,248.95
550,10,2022-01-18,Debit,2838.72
551,10,2018-04-14,Credit,421.08
552,10,2025-03-24,Debit,4614.13
553,10,2022-01-19,Credit,5215.60
554,10,2024-07-04,Debit,436.52
555,10,2018-03-06,Credit,154.77
556,10,2021-09-08,Debit,18507.85
557,10,2022-09-25,Credit,457.46
558,10,2020-03-17,Credit,203.97
559,10,2024-01-15,Debit,72.44
560,10,2024-11-22,Credit,116.77
561,10,2022-11-05,Debit,79.04
562,10,2019-02-16,Debit,522.36
563,10,2021-06-25,Debit,322.45
564,10,2021-11-11,Credit,217.34
565,10,2018-11-12,Debit,331.55
566,10,2019-08-01,Credit,533.69
567,10,2023-01-27,Debit,347.38
568,10,2025-06-30,Credit,206.45
569,10,2019-05-24,Debit,63.85
570,10,2022-05-03,Debit,369.53
571,10,2019-09-17,Debit,426.01
572,10,2022-02-03,Debit,534.52
573,10,2025-04-25,Debit,262.61
574,10,2020-10-10,Debit,448.38
575,10,2023-03-13,Debit,98.24
576,10,2018-10-11,Debit,147.64
577,10,2022-05-15,Credit,414.54
578,10,2023-05-25,Debit,266.94
579,10,2021-12-31,Debit,215.33
580,10,2025-07-18,Debit,427.74
581,10,2024-10-18,Debit,2860.55
582,10,2024-10-13,Credit,323.63
583,10,2022-11-08,Credit,276.75
584,10,2020-12-21,Debit,189.08
585,10,2019-10-05,Credit,59566.15
586,10,2022-06-06,Debit,188.77
587,10,2018-03-01,Debit,497.87
588,10,2024-09-19,Debit,384.38
589,10,2025-07-16,Credit,524.15
590,10,2024-03-01,Debit,416.00
591,10,2022-06-13,Debit,17825.66
592,10,2022-08-15,Debit,296.54
593,10,2021-04-21,Debit,330.47
594,10,2024-03-27,Debit,330.76
595,10,2021-05-12,Credit,246.79
596,10,2024-03-17,Credit,97.93
597,10,2024-08-15,Debit,65.29
598,10,2025-03-24,Credit,537.77
599,10,2023-09-27,Debit,483.68
600,10,2024-12-12,Credit,119.86
601,10,2020-06-12,Debit,534.64
602,10,2025-08-09,Debit,436.02
603,10,2018-02-02,Credit,198.93
604,10,2021-08-09,Debit,233.13
605,10,2020-10-22,Debit,323.39
606,10,2018-08-09,Credit,415.03
607,10,2022-10-24,Credit,306.47
608,10,2025-10-23,Debit,1328.48
609,10,2022-04-11,Credit,200.23
610,11,2024-06-14,Credit,155.38
611,11,2020-08-19,Debit,396.22
612,11,2025-09-04,Debit,269.05
613,11,2021-07-16,Credit,521.43
614,11,2022-02-19,Debit,371.31
615,11,2023-02-10,Debit,39484.74
616,11,2021-05-25,Credit,150.48
617,11,2021-02-03,Debit,1324.16
618,11,2025-10-26,Credit,3032.28
619,11,2020-12-13,Credit,132.72
620,11,2022-05-18,Debit,1317.93
621,11,2025-07-29,Debit,135.55
622,11,2024-12-29,Debit,2267.09
623,11,2020-09-29,Debit,298.81
624,11,2022-11-03,Credit,100.53
625,11,2025-07-04,Debit,1214.49
626,11,2021-11-06,Debit,480.63
627,11,2023-12-23,Credit,64.27
628,11,2024-10-27,Debit,145.66
629,11,2024-04-24,Debit,2937.87
630,11,2022-02-04,Debit,303.69
631,11,2025-03-09,Debit,64.49
632,11,2025-11-09,Credit,69.77
633,11,2021-12-06,Debit,28869.40
634,11,2022-02-11,Debit,447.66
635,11,2025-05-22,Credit,223.26
636,11,2021-02-16,Credit,114.70
637,11,2024-03-21,Debit,57291.02
638,11,2023-11-24,Debit,389.99
639,11,2021-09-03,Credit,1897.58
640,11,2023-11-18,Debit,139.82
641,11,2025-08-20,Debit,431.92
642,11,2023-07-22,Debit,277.62
643,11,2025-03-17,Debit,352.48
644,11,2025-07-30,Debit,411.93
645,11,2020-08-14,Debit,91.18
646,11,2024-03-31,Debit,178.65
647,11,2024-02-16,Credit,341.84
648,11,2020-10-19,Credit,190.88
649,11,2024-09-20,Debit,67.24
650,11,2023-11-14,Credit,448.95
651,11,2021-10-22,Debit,143.47
652,11,2021-05-03,Debit,57.79
653,11,2023-05-14,Credit,391.99
654,11,2020-11-15,Credit,346.65
655,11,2025-02-12,Debit,447.63
656,11,2025-02-02,Debit,549.98
657,11,2024-03-17,Debit,53339.23
658,11,2025-02-28,Credit,272.45
659,11,2023-09-19,Credit,219.18
660,11,2021-07-28,Debit,523.86
661,11,2024-03-22,Debit,183.16
662,11,2025-04-28,Debit,373.07
663,11,2025-07-27,Debit,432.44
664,11,2020-11-03,Debit,517.15
665,11,2023-10-21,Credit,88.24
666,11,2020-11-12,Debit,63.04
667,11,2021-06-04,Credit,306.17
668,11,2023-11-01,Credit,336.26
669,11,2023-03-14,Debit,314.14
670,11,2021-07-17,Debit,327.88
671,11,2024-03-04,Credit,91.70
672,11,2022-02-15,Credit,489.54
673,11,2020-10-27,Debit,2952.51
674,11,2025-11-27,Debit,35587.75
675,12,2024-06-25,Debit,52.12
676,12,2020-11-05,Debit,118.37
677,12,2020-07-04,Credit,528.29
678,12,2025-09-17,Debit,2282.16
679,12,2025-01-07,Debit,471.03
680,12,2020-07-29,Credit,482.71
681,12,2024-08-04,Debit,274.09
682,12,2020-11-18,Debit,83.81
683,12,2020-07-30,Debit,549.77
684,12,2023-10-16,Debit,393.28
685,12,2021-08-27,Debit,104.07
686,12,2023-01-25,Credit,384.54
687,12,2022-08-23,Debit,365.78
688,12,2022-11-11,Debit,5750.22
689,12,2025-01-07,Credit,153.89
690,12,2023-12-28,Credit,282.93
691,12,2024-12-06,Debit,4088.27
692,12,2024-03-06,Debit,65.87
693,12,2024-07-20,Credit,150.96
694,12,2023-08-03,Debit,88.82
695,12,2022-10-16,Credit,2614.04
696,12,2025-11-20,Debit,220.83
697,12,2022-12-21,Debit,336.51
698,12,2020-10-22,Debit,265.04
699,12,2024-03-06,Credit,202.30
700,12,2023-03-25,Debit,57845.73
701,12,2023-05-14,Credit,134.61
702,12,2024-09-03,Credit,68.87
703,12,2022-01-10,Debit,454.48
704,12,2022-09-07,Credit,279.90
705,12,2022-05-16,Debit,492.90
706,12,2022-07-08,Credit,371.52
707,12,2025-08-27,Credit,103.85
708,12,2023-07-13,Credit,518.82
709,12,2022-06-12,Credit,189.86
710,12,2023-09-11,Debit,183.64
711,12,2022-04-16,Debit,385.39
712,12,2022-09-09,Credit,4615.98
713,12,2022-11-20,Debit,52955.03
714,12,2025-12-11,Credit,215.57
715,12,2022-05-29,Credit,5211.55
716,12,2022-06-13,Credit,261.62
717,12,2021-07-10,Credit,402.08
718,12,2025-06-01,Credit,171.08
719,12,2025-07-13,Debit,528.52
720,12,2025-02-21,Debit,279.01
721,12,2022-03-18,Credit,114.11
722,12,2023-09-28,Debit,222.03
723,12,2023-04-01,Credit,28812.68
724,12,2025-02-23,Debit,197.93
725,12,2021-09-22,Credit,331.98
726,12,2024-05-17,Debit,297.22
